Title,Genre,Director,Country,Year,Rating
Настоящая боль,,['Джесси Айзенберг'],"['США', 'Польша']",2024,7.4
Мастер и Маргарита,"['драма', 'фэнтези']",['Михаил Локшин'],['Россия'],2024,7.8
Меч короля,"['драма', 'исторический фильм']",['Николай Арсель'],"['Дания', 'Германия', 'Швеция']",2024,7.7
Майор Гром: Игра,"['приключения', 'драма', 'боевик', 'детектив', 'супергероика']",['Олег Трофим'],['Россия'],2024,
Лифт,['комедийный боевик'],['Ф. Гэри Грей'],['США'],2024,5.5
Животные,['Драма'],['Бен Аффлек'],['США'],2025,
Красный,"['комедийный боевик', 'приключенческий фильм', 'рождественский фильм']",['Джейк Кэздан'],['США'],2024,
Критик,['фильм-триллер'],['Ананд Такер'],['Великобритания'],2024,6.5
Книга решений,['комедийная драма'],['Мишель Гондри'],['Франция'],2024,6.4
Красное небо,['драматический фильм'],['Кристиан Петцольд'],['Германия'],2024,7.2
Каменщик,"['боевик', 'фильм-триллер']",['Ренни Харлин'],['США'],2024,5.1
Если бы это была любовь,['документальный фильм'],"['Патрик Чиха', '(англ.)', 'рус.']",['Франция'],2024,6.4
Закат снежного человека,['кинокомедия'],['Дэвид Зеллнер'],['США'],2024,6.3
Девушка Миллера,['драма'],['Джейд Холли Бартлетт'],['США'],2024,5.5
Горизонты: Американская сага,['вестерн'],['Кевин Костнер'],['США'],2024,
Выгон,['драма'],['Нора Финшелдт'],"['Германия', 'Великобритания']",2024,8.7
Голда. Судный день,"['драматический фильм', 'биографический фильм']",['Гай Наттив'],"['Великобритания', 'США']",2024,6.0
Волки,['триллер'],['Джон Уоттс'],['США'],2024,
Бременские музыканты,"['мюзикл', 'роуд-муви', 'сказка', 'семейный']",['Алексей Нужный'],['Россия'],2024,5.1
Волшебник Изумрудного города,['фэнтези'],['Игорь Волошин'],['Россия'],2024,
Большая гонка. Лянча против Ауди,['исторический фильм'],['Стефано Мордини'],"['Италия', 'Великобритания']",2024,5.8
Американская звезда,['триллер'],['Гонсало Лопес-Гальего'],['США'],2024,5.3
Транзит Венеры,"['документальный фильм', 'мультфильм', 'немое кино']",['Пьер Жюль Сезар Жансен'],"['Япония', 'Франция']",1874,6.8
20 тысяч разновидностей пчёл,"['драматический фильм', 'ЛГБТ-фильм']",['Эстибалис Урресола Солагурен'],['Испания'],2024,6.9
Damon and Pythias,['драматический фильм'],['Отис Тернер'],['США'],1914,6.5
Злая ночь,['драма'],['Евгений Бауэр'],['Российская империя'],1914,
Aristocracy,['драматический фильм'],['Томас Н. Хеффрон'],['США'],1914,
Эванджелина,"['драматический фильм', 'немое кино']",,['Канада'],1914,6.8
An American Citizen,['комедия'],['Джеймс Сирл Доули'],['США'],1914,7.2
Эти муки любви,['комедия'],['Чарльз Чаплин'],['США'],1914,5.4
Чудесные штаны Фатти,['комедия'],['Роско Арбакл'],['США'],1914,5.3
Фэтти и Минни Хи-Хо,"['немое кино', 'комедийный фильм']",['Роско Арбакл'],['США'],1914,5.1
Хризантемы,['драма'],['Пётр Чардынин'],['Российская империя'],1914,5.8
Человек с родины,['драматический фильм'],['Сесил Б. ДеМилль'],['США'],1914,6.6
Драма у телефона,['драма'],['Яков Протазанов'],['Российская империя'],1914,
Фантомас против Фантомаса,"['криминальный фильм', 'драма']",['Луи Фейад'],['Франция'],1914,6.8
Ты помнишь ли?..,"['драма', 'мелодрама']",['Пётр Чардынин'],['Российская империя'],1914,
Транжиры,['комедия'],['Чарльз Чаплин'],['США'],1914,6.2
